
Frequency (Hz),S11_Real,S11_Imag,S12_Real,S12_Imag,S13_Real,S13_Imag
3854400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3857200000.0,1.0,0.0,1.0,0.0,1.0,0.0
3860000000.0,1.0,0.0,1.0,0.0,1.0,0.0
3862800000.0,1.0,0.0,1.0,0.0,1.0,0.0
3865600000.0,1.0,0.0,1.0,0.0,1.0,0.0
3868400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3871200000.0,1.0,0.0,1.0,0.0,1.0,0.0
3874000000.0,1.0,0.0,1.0,0.0,1.0,0.0
3876800000.0,1.0,0.0,1.0,0.0,1.0,0.0
3879600000.0,1.0,0.0,1.0,0.0,1.0,0.0
3882400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3885200000.0,1.0,0.0,1.0,0.0,1.0,0.0
3888000000.0,1.0,0.0,1.0,0.0,1.0,0.0
3890800000.0,1.0,0.0,1.0,0.0,1.0,0.0
3893600000.0,1.0,0.0,1.0,0.0,1.0,0.0
3896400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3899200000.0,1.0,0.0,1.0,0.0,1.0,0.0
3902000000.0,1.0,0.0,1.0,0.0,1.0,0.0
3904800000.0,1.0,0.0,1.0,0.0,1.0,0.0
3907600000.0,1.0,0.0,1.0,0.0,1.0,0.0
3910400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3913200000.0,1.0,0.0,1.0,0.0,1.0,0.0
3916000000.0,1.0,0.0,1.0,0.0,1.0,0.0
3918800000.0,1.0,0.0,1.0,0.0,1.0,0.0
3921600000.0,1.0,0.0,1.0,0.0,1.0,0.0
3924400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3927200000.0,1.0,0.0,1.0,0.0,1.0,0.0
3930000000.0,1.0,0.0,1.0,0.0,1.0,0.0
3932800000.0,1.0,0.0,1.0,0.0,1.0,0.0
3935600000.0,1.0,0.0,1.0,0.0,1.0,0.0
3938400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3941200000.0,1.0,0.0,1.0,0.0,1.0,0.0
3944000000.0,1.0,0.0,1.0,0.0,1.0,0.0
3946800000.0,1.0,0.0,1.0,0.0,1.0,0.0
3949600000.0,1.0,0.0,1.0,0.0,1.0,0.0
3952400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3955200000.0,1.0,0.0,1.0,0.0,1.0,0.0
3958000000.0,1.0,0.0,1.0,0.0,1.0,0.0
3960800000.0,1.0,0.0,1.0,0.0,1.0,0.0
3963600000.0,1.0,0.0,1.0,0.0,1.0,0.0
3966400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3969200000.0,1.0,0.0,1.0,0.0,1.0,0.0
3972000000.0,1.0,0.0,1.0,0.0,1.0,0.0
3974800000.0,1.0,0.0,1.0,0.0,1.0,0.0
3977600000.0,1.0,0.0,1.0,0.0,1.0,0.0
3980400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3983200000.0,1.0,0.0,1.0,0.0,1.0,0.0
3986000000.0,1.0,0.0,1.0,0.0,1.0,0.0
3988800000.0,1.0,0.0,1.0,0.0,1.0,0.0
3991600000.0,1.0,0.0,1.0,0.0,1.0,0.0
3994400000.0,1.0,0.0,1.0,0.0,1.0,0.0
3997200000.0,1.0,0.0,1.0,0.0,1.0,0.0
4000000000.0,1.0,0.0,1.0,0.0,1.0,0.0
